Institution,Cohort Year,Major,Median earnings: full-time workers
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),1 year after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),1 year after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),1 year after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),5 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),5 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),5 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),10 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),10 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),10 years after graduation,Education/Teaching of the Gifted and Talented,**
University of South Florida (USF),1 year after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),1 year after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),1 year after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),5 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),5 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),5 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),10 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),10 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),10 years after graduation,"Educational Leadership and Administration, General",**
University of South Florida (USF),1 year after graduation,Educational/Instructional Technology,**
University of South Florida (USF),1 year after graduation,Educational/Instructional Technology,**
University of South Florida (USF),1 year after graduation,Educational/Instructional Technology,**
University of South Florida (USF),5 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),5 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),5 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),10 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),10 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),10 years after graduation,Educational/Instructional Technology,**
University of South Florida (USF),1 year after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),1 year after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),1 year after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),5 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),5 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),5 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),10 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),10 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),10 years after graduation,Electrical and Electronics Engineerin,**
University of South Florida (USF),1 year after graduation,Elementary Education and Teaching,**
University of South Florida (USF),1 year after graduation,Elementary Education and Teaching,**
University of South Florida (USF),1 year after graduation,Elementary Education and Teaching,**
University of South Florida (USF),5 years after graduation,Elementary Education and Teaching,**
University of South Florida (USF),5 years after graduation,Elementary Education and Teaching,**
University of South Florida (USF),5 years after graduation,Elementary Education and Teaching,**
